Instancia,Inicial,Iteraciones,ItEfectivas,CantMemoria,PorcentajeVecindad,Aspirar,Tabu,Algoritmo,Time,Impacto,Optimo,N,Gap
CMI_n30.in,WP,300,300,20,90,False,TSS-E,TSS-E-WP,21122.5,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,35,90,True,TSS-E,TSS-E-WP,22293.399999999998,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,35,90,False,TSS-E,TSS-E-WP,22395.600000000002,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,50,90,True,TSS-E,TSS-E-WP,21618.5,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,50,90,False,TSS-E,TSS-E-WP,21223.8,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,100,90,True,TSS-E,TSS-E-WP,21364.100000000002,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,100,90,False,TSS-E,TSS-E-WP,22464.7,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,200,90,True,TSS-E,TSS-E-WP,22735.5,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,200,90,False,TSS-E,TSS-E-WP,22321.2,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,300,90,True,TSS-E,TSS-E-WP,23116.1,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,300,90,False,TSS-E,TSS-E-WP,22829.100000000002,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,5,90,True,TSS-E,TSS-E-WP,38113.100000000006,23,47,30,0.5106382978723404
CMI_n30.in,WP,500,500,5,90,False,TSS-E,TSS-E-WP,34518.5,23,47,30,0.5106382978723404
CMI_n30.in,WP,500,500,20,90,True,TSS-E,TSS-E-WP,35676.1,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,20,90,False,TSS-E,TSS-E-WP,34515.9,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,35,90,True,TSS-E,TSS-E-WP,37440.3,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,35,90,False,TSS-E,TSS-E-WP,37449.7,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,50,90,True,TSS-E,TSS-E-WP,36328.0,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,50,90,False,TSS-E,TSS-E-WP,35521.4,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,100,90,True,TSS-E,TSS-E-WP,35580.399999999994,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,100,90,False,TSS-E,TSS-E-WP,36222.1,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,200,90,True,TSS-E,TSS-E-WP,35939.5,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,200,90,False,TSS-E,TSS-E-WP,36608.1,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,300,90,True,TSS-E,TSS-E-WP,37479.0,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,300,90,False,TSS-E,TSS-E-WP,35609.8,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,400,90,True,TSS-E,TSS-E-WP,36914.700000000004,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,400,90,False,TSS-E,TSS-E-WP,36052.5,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,419,500,90,True,TSS-E,TSS-E-WP,33054.200000000004,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,419,500,90,False,TSS-E,TSS-E-WP,31714.600000000002,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,5,90,True,TSS-E,TSS-E-WP,49011.899999999994,23,47,30,0.5106382978723404
CMI_n30.in,WP,700,700,5,90,False,TSS-E,TSS-E-WP,48992.1,23,47,30,0.5106382978723404
CMI_n30.in,WP,700,700,20,90,True,TSS-E,TSS-E-WP,49116.700000000004,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,20,90,False,TSS-E,TSS-E-WP,48745.9,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,35,90,True,TSS-E,TSS-E-WP,50177.700000000004,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,35,90,False,TSS-E,TSS-E-WP,51314.700000000004,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,50,90,True,TSS-E,TSS-E-WP,50840.8,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,50,90,False,TSS-E,TSS-E-WP,50117.1,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,100,90,True,TSS-E,TSS-E-WP,50175.9,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,100,90,False,TSS-E,TSS-E-WP,50267.0,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,200,90,True,TSS-E,TSS-E-WP,49449.1,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,200,90,False,TSS-E,TSS-E-WP,50402.0,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,300,90,True,TSS-E,TSS-E-WP,49912.2,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,300,90,False,TSS-E,TSS-E-WP,50184.0,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,400,90,True,TSS-E,TSS-E-WP,50159.5,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,400,90,False,TSS-E,TSS-E-WP,49616.4,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,419,500,90,True,TSS-E,TSS-E-WP,31739.899999999998,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,419,500,90,False,TSS-E,TSS-E-WP,31412.0,24,47,30,0.48936170212765956
CMI_n30.in,WP,100,100,5,100,True,TSS-E,TSS-E-WP,7503.92,23,47,30,0.5106382978723404
CMI_n30.in,WP,100,100,5,100,False,TSS-E,TSS-E-WP,7075.95,23,47,30,0.5106382978723404
CMI_n30.in,WP,100,100,20,100,True,TSS-E,TSS-E-WP,7513.25,24,47,30,0.48936170212765956
CMI_n30.in,WP,100,100,20,100,False,TSS-E,TSS-E-WP,7176.36,24,47,30,0.48936170212765956
CMI_n30.in,WP,100,100,35,100,True,TSS-E,TSS-E-WP,8058.09,24,47,30,0.48936170212765956
CMI_n30.in,WP,100,100,35,100,False,TSS-E,TSS-E-WP,8816.88,24,47,30,0.48936170212765956
CMI_n30.in,WP,100,100,50,100,True,TSS-E,TSS-E-WP,8081.87,24,47,30,0.48936170212765956
CMI_n30.in,WP,100,100,50,100,False,TSS-E,TSS-E-WP,7493.59,24,47,30,0.48936170212765956
CMI_n30.in,WP,100,100,100,100,True,TSS-E,TSS-E-WP,8552.75,24,47,30,0.48936170212765956
CMI_n30.in,WP,100,100,100,100,False,TSS-E,TSS-E-WP,8253.07,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,5,100,True,TSS-E,TSS-E-WP,22829.4,23,47,30,0.5106382978723404
CMI_n30.in,WP,300,300,5,100,False,TSS-E,TSS-E-WP,21855.5,23,47,30,0.5106382978723404
CMI_n30.in,WP,300,300,20,100,True,TSS-E,TSS-E-WP,23282.2,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,20,100,False,TSS-E,TSS-E-WP,22008.199999999997,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,35,100,True,TSS-E,TSS-E-WP,23244.800000000003,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,35,100,False,TSS-E,TSS-E-WP,22680.0,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,50,100,True,TSS-E,TSS-E-WP,22555.2,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,50,100,False,TSS-E,TSS-E-WP,22528.8,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,100,100,True,TSS-E,TSS-E-WP,22638.4,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,100,100,False,TSS-E,TSS-E-WP,23766.600000000002,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,200,100,True,TSS-E,TSS-E-WP,23038.5,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,200,100,False,TSS-E,TSS-E-WP,22483.699999999997,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,300,100,True,TSS-E,TSS-E-WP,23435.4,24,47,30,0.48936170212765956
CMI_n30.in,WP,300,300,300,100,False,TSS-E,TSS-E-WP,24189.9,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,5,100,True,TSS-E,TSS-E-WP,35341.799999999996,23,47,30,0.5106382978723404
CMI_n30.in,WP,500,500,5,100,False,TSS-E,TSS-E-WP,35975.700000000004,23,47,30,0.5106382978723404
CMI_n30.in,WP,500,500,20,100,True,TSS-E,TSS-E-WP,35894.5,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,20,100,False,TSS-E,TSS-E-WP,35380.5,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,35,100,True,TSS-E,TSS-E-WP,46220.799999999996,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,35,100,False,TSS-E,TSS-E-WP,37466.299999999996,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,50,100,True,TSS-E,TSS-E-WP,38126.0,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,50,100,False,TSS-E,TSS-E-WP,37069.6,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,100,100,True,TSS-E,TSS-E-WP,39783.299999999996,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,100,100,False,TSS-E,TSS-E-WP,37194.6,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,200,100,True,TSS-E,TSS-E-WP,37652.5,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,200,100,False,TSS-E,TSS-E-WP,38981.0,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,300,100,True,TSS-E,TSS-E-WP,37304.5,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,300,100,False,TSS-E,TSS-E-WP,38082.2,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,400,100,True,TSS-E,TSS-E-WP,38536.200000000004,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,500,400,100,False,TSS-E,TSS-E-WP,38211.7,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,437,500,100,True,TSS-E,TSS-E-WP,34344.700000000004,24,47,30,0.48936170212765956
CMI_n30.in,WP,500,437,500,100,False,TSS-E,TSS-E-WP,34595.0,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,5,100,True,TSS-E,TSS-E-WP,51209.200000000004,23,47,30,0.5106382978723404
CMI_n30.in,WP,700,700,5,100,False,TSS-E,TSS-E-WP,50808.3,23,47,30,0.5106382978723404
CMI_n30.in,WP,700,700,20,100,True,TSS-E,TSS-E-WP,49991.2,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,20,100,False,TSS-E,TSS-E-WP,50745.2,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,35,100,True,TSS-E,TSS-E-WP,52266.6,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,35,100,False,TSS-E,TSS-E-WP,53790.0,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,50,100,True,TSS-E,TSS-E-WP,52159.3,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,50,100,False,TSS-E,TSS-E-WP,52254.9,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,100,100,True,TSS-E,TSS-E-WP,56618.299999999996,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,100,100,False,TSS-E,TSS-E-WP,53113.0,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,200,100,True,TSS-E,TSS-E-WP,53306.600000000006,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,200,100,False,TSS-E,TSS-E-WP,51428.3,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,300,100,True,TSS-E,TSS-E-WP,53746.0,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,300,100,False,TSS-E,TSS-E-WP,52326.6,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,400,100,True,TSS-E,TSS-E-WP,53013.3,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,700,400,100,False,TSS-E,TSS-E-WP,52681.399999999994,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,437,500,100,True,TSS-E,TSS-E-WP,34197.8,24,47,30,0.48936170212765956
CMI_n30.in,WP,700,437,500,100,False,TSS-E,TSS-E-WP,39745.8,24,47,30,0.48936170212765956
CMI_n10.in,WP,100,2,5,5,True,TSS-E,TSS-E-WP,48.99,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,2,5,5,False,TSS-E,TSS-E-WP,70.926,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,2,20,5,True,TSS-E,TSS-E-WP,77.30199999999999,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,2,20,5,False,TSS-E,TSS-E-WP,62.63199999999999,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,2,35,5,True,TSS-E,TSS-E-WP,50.235,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,2,35,5,False,TSS-E,TSS-E-WP,48.074,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,2,50,5,True,TSS-E,TSS-E-WP,160.394,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,2,50,5,False,TSS-E,TSS-E-WP,44.407000000000004,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,2,100,5,True,TSS-E,TSS-E-WP,49.541000000000004,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,2,100,5,False,TSS-E,TSS-E-WP,73.381,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,2,5,5,True,TSS-E,TSS-E-WP,49.410999999999994,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,2,5,5,False,TSS-E,TSS-E-WP,44.407000000000004,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,2,20,5,True,TSS-E,TSS-E-WP,108.894,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,2,20,5,False,TSS-E,TSS-E-WP,55.230000000000004,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,2,35,5,True,TSS-E,TSS-E-WP,52.181,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,2,35,5,False,TSS-E,TSS-E-WP,54.86,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,2,50,5,True,TSS-E,TSS-E-WP,56.012,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,2,50,5,False,TSS-E,TSS-E-WP,102.487,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,2,100,5,True,TSS-E,TSS-E-WP,42.416000000000004,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,2,100,5,False,TSS-E,TSS-E-WP,50.666999999999994,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,2,200,5,True,TSS-E,TSS-E-WP,53.896,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,2,200,5,False,TSS-E,TSS-E-WP,49.45,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,2,300,5,True,TSS-E,TSS-E-WP,51.763000000000005,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,2,300,5,False,TSS-E,TSS-E-WP,136.08,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,5,5,True,TSS-E,TSS-E-WP,55.934999999999995,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,5,5,False,TSS-E,TSS-E-WP,54.087,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,20,5,True,TSS-E,TSS-E-WP,70.285,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,20,5,False,TSS-E,TSS-E-WP,55.662000000000006,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,35,5,True,TSS-E,TSS-E-WP,48.815999999999995,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,35,5,False,TSS-E,TSS-E-WP,54.75,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,50,5,True,TSS-E,TSS-E-WP,44.773,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,50,5,False,TSS-E,TSS-E-WP,43.242999999999995,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,100,5,True,TSS-E,TSS-E-WP,50.327,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,100,5,False,TSS-E,TSS-E-WP,52.96,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,200,5,True,TSS-E,TSS-E-WP,55.967999999999996,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,200,5,False,TSS-E,TSS-E-WP,55.15,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,300,5,True,TSS-E,TSS-E-WP,70.93199999999999,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,300,5,False,TSS-E,TSS-E-WP,49.931999999999995,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,400,5,True,TSS-E,TSS-E-WP,62.712,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,400,5,False,TSS-E,TSS-E-WP,53.652,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,500,5,True,TSS-E,TSS-E-WP,49.937000000000005,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,2,500,5,False,TSS-E,TSS-E-WP,53.498999999999995,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,5,5,True,TSS-E,TSS-E-WP,49.056000000000004,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,5,5,False,TSS-E,TSS-E-WP,42.727000000000004,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,20,5,True,TSS-E,TSS-E-WP,50.136,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,20,5,False,TSS-E,TSS-E-WP,54.799,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,35,5,True,TSS-E,TSS-E-WP,53.61,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,35,5,False,TSS-E,TSS-E-WP,44.827,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,50,5,True,TSS-E,TSS-E-WP,42.7,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,50,5,False,TSS-E,TSS-E-WP,47.724000000000004,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,100,5,True,TSS-E,TSS-E-WP,43.255,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,100,5,False,TSS-E,TSS-E-WP,64.726,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,200,5,True,TSS-E,TSS-E-WP,53.216,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,200,5,False,TSS-E,TSS-E-WP,54.819,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,300,5,True,TSS-E,TSS-E-WP,80.46000000000001,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,300,5,False,TSS-E,TSS-E-WP,53.979,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,400,5,True,TSS-E,TSS-E-WP,50.867999999999995,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,400,5,False,TSS-E,TSS-E-WP,49.668,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,500,5,True,TSS-E,TSS-E-WP,57.58,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,2,500,5,False,TSS-E,TSS-E-WP,51.538000000000004,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,4,5,10,True,TSS-E,TSS-E-WP,72.67,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,4,5,10,False,TSS-E,TSS-E-WP,64.92399999999999,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,4,20,10,True,TSS-E,TSS-E-WP,64.458,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,4,20,10,False,TSS-E,TSS-E-WP,86.445,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,4,35,10,True,TSS-E,TSS-E-WP,69.45,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,4,35,10,False,TSS-E,TSS-E-WP,64.888,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,4,50,10,True,TSS-E,TSS-E-WP,69.23,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,4,50,10,False,TSS-E,TSS-E-WP,53.995000000000005,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,4,100,10,True,TSS-E,TSS-E-WP,55.702,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,4,100,10,False,TSS-E,TSS-E-WP,66.54599999999999,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,4,5,10,True,TSS-E,TSS-E-WP,55.323,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,4,5,10,False,TSS-E,TSS-E-WP,64.121,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,4,20,10,True,TSS-E,TSS-E-WP,57.745,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,4,20,10,False,TSS-E,TSS-E-WP,65.643,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,4,35,10,True,TSS-E,TSS-E-WP,60.797999999999995,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,4,35,10,False,TSS-E,TSS-E-WP,65.391,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,4,50,10,True,TSS-E,TSS-E-WP,67.31099999999999,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,4,50,10,False,TSS-E,TSS-E-WP,60.678000000000004,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,4,100,10,True,TSS-E,TSS-E-WP,69.512,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,4,100,10,False,TSS-E,TSS-E-WP,60.746,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,4,200,10,True,TSS-E,TSS-E-WP,76.398,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,4,200,10,False,TSS-E,TSS-E-WP,69.819,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,4,300,10,True,TSS-E,TSS-E-WP,64.69,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,4,300,10,False,TSS-E,TSS-E-WP,82.969,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,5,10,True,TSS-E,TSS-E-WP,104.11,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,5,10,False,TSS-E,TSS-E-WP,56.414,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,20,10,True,TSS-E,TSS-E-WP,78.158,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,20,10,False,TSS-E,TSS-E-WP,64.62700000000001,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,35,10,True,TSS-E,TSS-E-WP,70.10900000000001,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,35,10,False,TSS-E,TSS-E-WP,58.251999999999995,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,50,10,True,TSS-E,TSS-E-WP,65.14699999999999,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,50,10,False,TSS-E,TSS-E-WP,60.46,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,100,10,True,TSS-E,TSS-E-WP,83.41,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,100,10,False,TSS-E,TSS-E-WP,72.014,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,200,10,True,TSS-E,TSS-E-WP,62.391000000000005,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,200,10,False,TSS-E,TSS-E-WP,58.85,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,300,10,True,TSS-E,TSS-E-WP,71.836,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,300,10,False,TSS-E,TSS-E-WP,80.753,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,400,10,True,TSS-E,TSS-E-WP,73.802,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,400,10,False,TSS-E,TSS-E-WP,64.516,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,500,10,True,TSS-E,TSS-E-WP,75.413,2,3,10,0.3333333333333333
CMI_n10.in,WP,500,4,500,10,False,TSS-E,TSS-E-WP,105.334,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,5,10,True,TSS-E,TSS-E-WP,60.708999999999996,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,5,10,False,TSS-E,TSS-E-WP,62.558,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,20,10,True,TSS-E,TSS-E-WP,66.613,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,20,10,False,TSS-E,TSS-E-WP,57.711,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,35,10,True,TSS-E,TSS-E-WP,55.787000000000006,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,35,10,False,TSS-E,TSS-E-WP,59.836,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,50,10,True,TSS-E,TSS-E-WP,63.714000000000006,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,50,10,False,TSS-E,TSS-E-WP,65.438,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,100,10,True,TSS-E,TSS-E-WP,67.61399999999999,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,100,10,False,TSS-E,TSS-E-WP,69.16600000000001,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,200,10,True,TSS-E,TSS-E-WP,58.942,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,200,10,False,TSS-E,TSS-E-WP,72.272,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,300,10,True,TSS-E,TSS-E-WP,81.527,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,300,10,False,TSS-E,TSS-E-WP,71.479,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,400,10,True,TSS-E,TSS-E-WP,77.237,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,400,10,False,TSS-E,TSS-E-WP,74.741,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,500,10,True,TSS-E,TSS-E-WP,62.342,2,3,10,0.3333333333333333
CMI_n10.in,WP,700,4,500,10,False,TSS-E,TSS-E-WP,72.17899999999999,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,100,5,15,True,TSS-E,TSS-E-WP,601.547,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,100,5,15,False,TSS-E,TSS-E-WP,526.567,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,9,20,15,True,TSS-E,TSS-E-WP,98.441,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,9,20,15,False,TSS-E,TSS-E-WP,88.265,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,9,35,15,True,TSS-E,TSS-E-WP,91.933,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,9,35,15,False,TSS-E,TSS-E-WP,108.10300000000001,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,9,50,15,True,TSS-E,TSS-E-WP,98.926,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,9,50,15,False,TSS-E,TSS-E-WP,90.25,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,9,100,15,True,TSS-E,TSS-E-WP,95.661,2,3,10,0.3333333333333333
CMI_n10.in,WP,100,9,100,15,False,TSS-E,TSS-E-WP,111.228,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,300,5,15,True,TSS-E,TSS-E-WP,1605.74,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,300,5,15,False,TSS-E,TSS-E-WP,1456.8799999999999,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,9,20,15,True,TSS-E,TSS-E-WP,244.68200000000002,2,3,10,0.3333333333333333
CMI_n10.in,WP,300,9,20,15,False,TSS-E,TSS-E-WP,94.375,2,3,10,0.3333333333333333
